,ID,Nom,Année de sortie,Classification,Durée (min),Genre,Note,Nombre de votant,Revenus,Genre1,Genre2,Genre3
445,445,Le Château dans le ciel,1986,Tous publics,125,"Animation, Adventure, Family","8,0",,,Animation, Adventure, Family
446,446,Les ailes du désir,1987,Tous publics,128,"Drama, Fantasy, Romance","8,0",73 298,$3.33M,Drama, Fantasy, Romance
447,447,Le chant de la mer,2014,Tous publics,93,"Animation, Adventure, Drama","8,0",60 474,$0.86M,Animation, Adventure, Drama
448,448,Le conte de la princesse Kaguya,2013,Tous publics,137,"Animation, Drama, Family","8,0",49 525,$1.51M,Animation, Drama, Family
449,449,L'Ange exterminateur,1962,Tous publics,95,"Drama, Fantasy","8,0",,,Drama, Fantasy,
450,450,Boulevard du Crépuscule,1950,Tous publics,110,"Drama, Film-Noir","8,4",,,Drama, Film-Noir,
451,451,Assurance sur la mort,1944,Tous publics,107,"Crime, Drama, Film-Noir","8,3",160 581,$5.72M,Crime, Drama, Film-Noir
452,452,Le troisième homme,1949,Tous publics,104,"Film-Noir, Mystery, Thriller","8,1",175 143,$0.45M,Film-Noir, Mystery, Thriller
453,453,Rebecca,1940,Tous publics,130,"Drama, Film-Noir, Mystery","8,1",140 583,$4.36M,Drama, Film-Noir, Mystery
454,454,Le gouffre aux chimères,1951,Tous publics,111,"Drama, Film-Noir","8,1",37 386,$3.97M,Drama, Film-Noir,
455,455,L'enfer est à lui,1949,16,114,"Action, Crime, Drama","8,1",,,Action, Crime, Drama
456,456,Le faucon maltais,1941,Tous publics,100,"Crime, Film-Noir, Mystery","8,0",162 045,$2.11M,Crime, Film-Noir, Mystery
457,457,La nuit du chasseur,1955,Tous publics,92,"Crime, Drama, Film-Noir","8,0",92 175,$0.65M,Crime, Drama, Film-Noir
458,458,La griffe du passé,1947,Tous publics,97,"Crime, Drama, Film-Noir","8,0",,,Crime, Drama, Film-Noir
459,459,La soif du mal,1958,Tous publics,95,"Crime, Drama, Film-Noir","8,0",106 815,$2.24M,Crime, Drama, Film-Noir
460,460,Le Grand Chantage,1957,Tous publics,96,"Drama, Film-Noir","8,0",,,Drama, Film-Noir,
461,461,Le roman de Mildred Pierce,1945,Tous publics,111,"Crime, Drama, Film-Noir","7,9",,,Crime, Drama, Film-Noir
462,462,L'ultime razzia,1956,Tous publics,84,"Crime, Drama, Film-Noir","7,9",,,Crime, Drama, Film-Noir
463,463,L'Inconnu du Nord-Express,1951,16,101,"Crime, Drama, Film-Noir","7,9",136 719,$7.63M,Crime, Drama, Film-Noir
464,464,Les enchaînés,1946,Tous publics,102,"Drama, Film-Noir, Romance","7,9",103 515,$10.46M,Drama, Film-Noir, Romance
465,465,Le grand sommeil,1946,Tous publics,114,"Crime, Film-Noir, Mystery","7,9",87 874,$6.54M,Crime, Film-Noir, Mystery
466,466,Laura,1944,Tous publics,88,"Drama, Film-Noir, Mystery","7,9",49 036,$4.36M,Drama, Film-Noir, Mystery
467,467,Le violent,1950,12,94,"Drama, Film-Noir, Mystery","7,9",,,Drama, Film-Noir, Mystery
468,468,Le poison,1945,Tous publics,101,"Drama, Film-Noir","7,9",38 574,$9.46M,Drama, Film-Noir,
469,469,Règlement de comptes,1953,,89,"Crime, Film-Noir, Thriller","7,9",,,Crime, Film-Noir, Thriller
470,470,Le port de l'angoisse,1944,Tous publics,100,"Adventure, Comedy, Film-Noir","7,8",,,Adventure, Comedy, Film-Noir
471,471,L'ombre d'un doute,1943,Tous publics,108,"Film-Noir, Thriller","7,8",,,Film-Noir, Thriller,
472,472,Quand la ville dort,1950,16,112,"Crime, Drama, Film-Noir","7,8",,,Crime, Drama, Film-Noir
473,473,Key Largo,1948,,100,"Action, Crime, Drama","7,7",,,Action, Crime, Drama
474,474,Scarface,1932,Tous publics,93,"Action, Crime, Drama","7,7",,,Action, Crime, Drama
475,475,Gilda,1946,Tous publics,110,"Drama, Film-Noir, Romance","7,6",,,Drama, Film-Noir, Romance
476,476,La Maison du docteur Edwardes,1945,Tous publics,111,"Film-Noir, Mystery, Romance","7,5",50 144,$7.00M,Film-Noir, Mystery, Romance
477,477,La dame de Shanghai,1947,,87,"Crime, Drama, Film-Noir","7,5",31 641,$0.01M,Crime, Drama, Film-Noir
478,478,Le faux coupable,1956,,105,"Drama, Film-Noir","7,4",,,Drama, Film-Noir,
479,479,Soupçons,1941,Tous publics,99,"Film-Noir, Mystery, Thriller","7,3",40 186,$4.50M,Film-Noir, Mystery, Thriller
480,480,Le criminel,1946,Tous publics,95,"Crime, Drama, Film-Noir","7,3",,,Crime, Drama, Film-Noir
481,481,La liste de Schindler,1993,Tous publics,195,"Biography, Drama, History","9,0",1 382 532,$96.90M,Biography, Drama, History
482,482,Braveheart,1995,Tous publics,178,"Biography, Drama, History","8,4",1 054 244,$75.60M,Biography, Drama, History
483,483,Sardar Udham,2021,16,164,"Biography, Crime, Drama","8,4",,,Biography, Crime, Drama
484,484,Hamilton,2020,12,160,"Biography, Drama, History","8,3",,,Biography, Drama, History
485,485,Ayla,2017,,125,"Biography, Drama, History","8,3",,,Biography, Drama, History
486,486,La chute,2004,Tous publics avec avertissement,156,"Biography, Drama, History","8,2",361 879,$5.51M,Biography, Drama, History
487,487,La Grande Évasion,1963,Tous publics,172,"Adventure, Drama, History","8,2",249 148,$12.10M,Adventure, Drama, History
488,488,La passion de Jeanne d'Arc,1928,Not Rated,110,"Biography, Drama, History","8,2",57 157,$0.02M,Biography, Drama, History
489,489,Uri: The Surgical Strike,2019,,138,"Action, Drama, History","8,2",66 889,$4.19M,Action, Drama, History
490,490,Tu ne tueras point,2016,12,139,"Biography, Drama, History","8,1",547 817,$67.21M,Biography, Drama, History
491,491,Procès de singe,1960,Tous publics,128,"Biography, Drama, History","8,1",,,Biography, Drama, History
492,492,12 Years a Slave,2013,Tous publics avec avertissement,134,"Biography, Drama, History","8,1",714 700,$56.67M,Biography, Drama, History
493,493,Hôtel Rwanda,2004,Tous publics,121,"Biography, Drama, History","8,1",361 493,$23.53M,Biography, Drama, History
494,494,Le message,1976,Tous publics,177,"Biography, Drama, History","8,1",,,Biography, Drama, History
495,495,Andreï Roublev,1966,,205,"Biography, Drama, History","8,1",55 133,$0.10M,Biography, Drama, History
496,496,Le discours d'un roi,2010,Tous publics,118,"Biography, Drama, History","8,0",691 149,$138.80M,Biography, Drama, History
497,497,JFK,1991,Tous publics,189,"Drama, History, Thriller","8,0",161 656,$70.41M,Drama, History, Thriller
498,498,Ip man,2008,12,106,"Action, Biography, Drama","8,0",,,Action, Biography, Drama
499,499,Gandhi,1982,Tous publics,191,"Biography, Drama, History","8,0",236 063,$52.77M,Biography, Drama, History
500,500,Le Guépard,1963,Tous publics,186,"Drama, History","8,0",,,Drama, History,
501,501,La Voix d'Aida,2020,Tous publics,101,"Drama, History, War","8,0",,,Drama, History, War
502,502,Persepolis,2007,Tous publics,96,"Animation, Biography, Drama","8,0",96 987,$4.45M,Animation, Biography, Drama
503,503,Spartacus,1960,Tous publics,197,"Adventure, Biography, Drama","7,9",138 331,$30.00M,Adventure, Biography, Drama
504,504,All the President's Men,1976,Tous publics,138,"Drama, History, Thriller","7,9",119 893,$70.60M,Drama, History, Thriller
505,505,Les dix commandements,1956,Tous publics,220,"Adventure, Drama, Family","7,9",74 253,$93.74M,Adventure, Drama, Family
506,506,Togo,2019,Tous publics,113,"Adventure, Biography, Drama","7,9",,,Adventure, Biography, Drama
507,507,Lettres d'Iwo Jima,2006,Tous publics,141,"Action, Adventure, Drama","7,9",166 058,$13.76M,Action, Adventure, Drama
508,508,Le lion en hiver,1968,Tous publics,134,"Biography, Drama, History","7,9",32 549,$22.28M,Biography, Drama, History
509,509,A Taxi Driver,2017,12,137,"Action, Drama, History","7,9",27 205,$1.53M,Action, Drama, History
510,510,De sang-froid,1967,12,134,"Biography, Crime, Drama","7,9",,,Biography, Crime, Drama
511,511,Kagemusha : L'Ombre du guerrier,1980,Tous publics,180,"Drama, History, War","7,9",,,Drama, History, War
512,512,Le cuirassé Potemkine,1925,Tous publics,75,"Drama, History, Thriller","7,9",59 423,$0.05M,Drama, History, Thriller
513,513,Airlift,2016,Tous publics,130,"Action, Drama, History","7,9",,,Action, Drama, History
514,514,Tombstone,1993,Tous publics,130,"Biography, Drama, History","7,8",155 496,$56.51M,Biography, Drama, History
515,515,Dunkerque,2017,Tous publics,106,"Action, Drama, History","7,8",680 609,$188.37M,Action, Drama, History
516,516,The Big Short: Le casse du siècle,2015,Tous publics,130,"Biography, Comedy, Drama","7,8",445 851,$70.26M,Biography, Comedy, Drama
517,517,Les Figures de l'ombre,2016,Tous publics,127,"Biography, Drama, History","7,8",240 052,$169.61M,Biography, Drama, History
518,518,L'étoffe des héros,1983,Tous publics,193,"Adventure, Biography, Drama","7,8",63 134,$21.50M,Adventure, Biography, Drama
519,519,Glory,1989,Tous publics,122,"Biography, Drama, History","7,8",138 604,$26.83M,Biography, Drama, History
520,520,N.W.A: Straight Outta Compton,2015,Tous publics avec avertissement,147,"Biography, Drama, History","7,8",208 660,$161.20M,Biography, Drama, History
521,521,La déchirure,1984,12,141,"Biography, Drama, History","7,8",57 149,$34.70M,Biography, Drama, History
522,522,L'échange,2008,Tous publics,141,"Biography, Crime, Drama","7,8",259 670,$35.74M,Biography, Crime, Drama
523,523,Pride,2014,Tous publics,119,"Biography, Comedy, Drama","7,8",,,Biography, Comedy, Drama
524,524,"Aguirre, la colère de Dieu",1972,Tous publics,95,"Action, Adventure, Biography","7,8",,,Action, Adventure, Biography
525,525,Les oubliés,2015,Tous publics avec avertissement,100,"Drama, History, War","7,8",43 153,$0.44M,Drama, History, War
526,526,The Kerala Story,2023,,138,"Drama, History","7,7",,,Drama, History,
527,527,La chute du faucon noir,2001,12,144,"Action, Drama, History","7,7",406 284,$108.64M,Action, Drama, History
528,528,Apollo 13,1995,Tous publics,140,"Adventure, Drama, History","7,7",302 847,$173.84M,Adventure, Drama, History
529,529,Les Sept de Chicago,2020,16,129,"Drama, History, Thriller","7,7",,,Drama, History, Thriller
530,530,Malcolm X,1992,Tous publics,202,"Biography, Drama, History","7,7",97 953,$48.17M,Biography, Drama, History
531,531,Alien - Le 8ème passager,1979,12,117,"Horror, Sci-Fi","8,5",901 600,$78.90M,Horror, Sci-Fi,
532,532,Psychose,1960,18,109,"Horror, Mystery, Thriller","8,5",686 325,$32.00M,Horror, Mystery, Thriller
533,533,Shining,1980,12,146,"Drama, Horror","8,4",1 046 806,$44.02M,Drama, Horror,
534,534,The Thing,1982,13,109,"Horror, Mystery, Sci-Fi","8,2",437 594,$13.78M,Horror, Mystery, Sci-Fi
535,535,Tumbbad,2018,,104,"Drama, Fantasy, Horror","8,2",,,Drama, Fantasy, Horror
536,536,L'Exorciste,1973,18,122,Horror,"8,1",420 269,$232.91M,Horror,,
537,537,Les diaboliques,1955,Tous publics,117,"Crime, Drama, Horror","8,1",67 298,$1.09M,Crime, Drama, Horror
538,538,Rosemary's Baby,1968,12,137,"Drama, Horror","8,0",,,Drama, Horror,
539,539,Qu'est-il arrivé à Baby Jane?,1962,12,134,"Drama, Horror, Thriller","8,0",58 709,$4.05M,Drama, Horror, Thriller
540,540,Le cabinet du docteur Caligari,1920,Tous publics,78,"Horror, Mystery, Thriller","8,0",,,Horror, Mystery, Thriller
541,541,The Blue Elephant,2014,,170,"Drama, Horror, Mystery","8,0",,,Drama, Horror, Mystery
542,542,Shaun of the Dead,2004,12,99,"Comedy, Horror","7,9",570 383,$13.54M,Comedy, Horror,
543,543,Morse,2008,12,114,"Drama, Fantasy, Horror","7,9",221 259,$2.12M,Drama, Fantasy, Horror
544,544,Nosferatu le vampire,1922,Tous publics,94,"Fantasy, Horror","7,9",,,Fantasy, Horror,
545,545,"King Kong, la huitième merveille du monde",1933,Tous publics,100,"Adventure, Horror, Sci-Fi","7,9",87 774,$10.00M,Adventure, Horror, Sci-Fi
546,546,Predator,1987,12,107,"Action, Adventure, Horror","7,8",433 658,$59.74M,Action, Adventure, Horror
547,547,J'ai rencontré le diable,2010,16 avec avertissement,144,"Action, Crime, Drama","7,8",136 720,$0.13M,Action, Crime, Drama
548,548,Zombie : Le Crépuscule des morts-vivants,1978,X,127,"Horror, Thriller","7,8",124 040,$5.10M,Horror, Thriller,
549,549,La Nuit des morts-vivants,1968,18,96,"Horror, Thriller","7,8",133 067,$0.09M,Horror, Thriller,
550,550,Freaks - La monstrueuse parade,1932,Tous publics,64,"Drama, Horror","7,8",48 215,$0.63M,Drama, Horror,
551,551,Frankenstein,1931,Tous publics,70,"Drama, Horror, Sci-Fi","7,8",,,Drama, Horror, Sci-Fi
552,552,Les Innocents,1961,12,100,Horror,"7,8",31 574,$2.62M,Horror,,
553,553,La fiancée de Frankenstein,1935,Tous publics,75,"Drama, Horror, Sci-Fi","7,8",50 455,$4.36M,Drama, Horror, Sci-Fi
554,554,Get Out,2017,12,104,"Horror, Mystery, Thriller","7,7",638 857,$176.04M,Horror, Mystery, Thriller
555,555,Evil Dead 2,1987,13,84,"Comedy, Horror","7,7",172 503,$5.92M,Comedy, Horror,
556,556,La Nuit des masques,1978,16,91,"Horror, Thriller","7,7",288 232,$47.00M,Horror, Thriller,
557,557,L'invasion des profanateurs de sépultures,1956,Tous publics,80,"Drama, Horror, Sci-Fi","7,7",,,Drama, Horror, Sci-Fi
558,558,American Psycho,2000,16,102,"Crime, Drama, Horror","7,6",653 717,$15.07M,Crime, Drama, Horror
559,559,Saw,2004,16 avec avertissement,103,"Horror, Mystery, Thriller","7,6",434 435,$56.00M,Horror, Mystery, Thriller
560,560,Dernier train pour Busan,2016,12,118,"Action, Horror, Thriller","7,6",233 709,$2.13M,Action, Horror, Thriller
561,561,Bienvenue à Zombieland,2009,Tous publics,88,"Action, Comedy, Horror","7,6",594 293,$75.59M,Action, Comedy, Horror
562,562,Les Oiseaux,1963,13,119,"Drama, Horror, Mystery","7,6",195 608,$11.40M,Drama, Horror, Mystery
563,563,La Mouche,1986,13,96,"Drama, Horror, Sci-Fi","7,6",190 546,$40.46M,Drama, Horror, Sci-Fi
564,564,Les autres,2001,12,101,"Horror, Mystery, Thriller","7,6",376 075,$96.52M,Horror, Mystery, Thriller
565,565,Vampires en toute intimité,2014,Tous publics,86,"Comedy, Horror","7,6",189 882,$3.33M,Comedy, Horror,
566,566,La piel que habito,2011,Tous publics,120,"Drama, Horror, Mystery","7,6",158 004,$3.19M,Drama, Horror, Mystery
567,567,Les yeux sans visage,1960,16,90,"Drama, Horror","7,6",33 187,$0.05M,Drama, Horror,
568,568,Répulsion,1965,16,105,"Drama, Horror, Thriller","7,6",,,Drama, Horror, Thriller
569,569,Le voyeur,1960,Tous publics,101,"Drama, Horror, Thriller","7,6",37 100,$0.08M,Drama, Horror, Thriller
570,570,Ne coupez pas!,2017,Tous publics avec avertissement,96,"Comedy, Drama, Horror","7,6",,,Comedy, Drama, Horror
571,571,L'Homme invisible,1933,Tous publics,71,"Horror, Sci-Fi","7,6",,,Horror, Sci-Fi,
572,572,Vampire Hunter D: Bloodlust,2000,Tous publics,103,"Animation, Action, Drama","7,6",33 401,$0.15M,Animation, Action, Drama
573,573,Conjuring: Les dossiers Warren,2013,12,112,"Horror, Mystery, Thriller","7,5",523 735,$137.40M,Horror, Mystery, Thriller
574,574,The Wicker Man,1973,Tous publics avec avertissement,88,"Horror, Mystery, Thriller","7,5",84 776,$0.06M,Horror, Mystery, Thriller
575,575,Sans un bruit,2018,12,90,"Drama, Horror, Sci-Fi","7,5",547 922,$188.02M,Drama, Horror, Sci-Fi
576,576,The Crow,1994,16,102,"Action, Crime, Drama","7,5",190 038,$50.69M,Action, Crime, Drama
577,577,28 jours plus tard,2002,16,113,"Drama, Horror, Sci-Fi","7,5",424 415,$45.06M,Drama, Horror, Sci-Fi
578,578,Entretien avec un vampire,1994,12,123,"Drama, Fantasy, Horror","7,5",332 134,$105.26M,Drama, Fantasy, Horror
579,579,Le Loup-garou de Londres,1981,13,97,"Comedy, Horror","7,5",112 602,$30.57M,Comedy, Horror,
580,580,Braindead,1992,16,104,"Comedy, Fantasy, Horror","7,5",99 924,$0.24M,Comedy, Fantasy, Horror
581,581,Whiplash,2014,Tous publics,106,"Drama, Music","8,5",901 237,$13.09M,Drama, Music,
582,582,Le pianiste,2002,Tous publics,150,"Biography, Drama, Music","8,5",853 992,$32.57M,Biography, Drama, Music
583,583,Coco,2017,Tous publics,105,"Animation, Adventure, Comedy","8,4",531 894,$209.73M,Animation, Adventure, Comedy
584,584,Amadeus,1984,Tous publics,160,"Biography, Drama, Music","8,4",409 107,$51.97M,Biography, Drama, Music
585,585,Green Book: Sur les routes du sud,2018,Tous publics,130,"Biography, Comedy, Drama","8,2",517 122,$85.08M,Biography, Comedy, Drama
586,586,Certains l'aiment chaud,1959,12,121,"Comedy, Music, Romance","8,2",272 709,$25.00M,Comedy, Music, Romance
587,587,Les chaussons rouges,1948,Tous publics,135,"Drama, Music, Romance","8,1",36 752,$10.90M,Drama, Music, Romance
588,588,"Adieu, ma concubine",1993,Tous publics,171,"Drama, Music, Romance","8,1",30 739,$5.22M,Drama, Music, Romance
589,589,Sonate d'automne,1978,Tous publics,99,"Drama, Music","8,1",,,Drama, Music,
590,590,CODA,2021,13,111,"Comedy, Drama, Music","8,0",,,Comedy, Drama, Music
591,591,La La Land,2016,Tous publics,128,"Comedy, Drama, Music","8,0",613 707,$151.10M,Comedy, Drama, Music
592,592,Soul,2020,6+,100,"Animation, Adventure, Comedy","8,0",,,Animation, Adventure, Comedy
593,593,Pink Floyd: The Wall,1982,12,95,"Drama, Fantasy, Music","8,0",82 891,$22.24M,Drama, Fantasy, Music
594,594,La légende du pianiste sur l'océan,1998,Tous publics,169,"Drama, Music, Romance","8,0",66 487,$0.26M,Drama, Music, Romance
595,595,Presque célèbre,2000,Tous publics,122,"Adventure, Comedy, Drama","7,9",283 162,$32.53M,Adventure, Comedy, Drama
596,596,Bohemian Rhapsody,2018,Tous publics,134,"Biography, Drama, Music","7,9",554 858,$216.43M,Biography, Drama, Music
597,597,Spinal Tap,1984,Tous publics,82,"Comedy, Music","7,9",142 675,$4.74M,Comedy, Music,
598,598,Les Blues Brothers,1980,Tous publics,133,"Action, Adventure, Comedy","7,9",205 580,$57.23M,Action, Adventure, Comedy
599,599,Sing Street,2016,Tous publics,106,"Comedy, Drama, Music","7,9",97 131,$3.24M,Comedy, Drama, Music
600,600,Trois couleurs: Bleu,1993,Tous publics,94,"Drama, Music, Mystery","7,9",105 864,$1.32M,Drama, Music, Mystery
601,601,Gully Boy,2019,,154,"Drama, Music, Romance","7,9",41 227,$5.57M,Drama, Music, Romance
602,602,Walk the Line,2005,Tous publics,136,"Biography, Drama, Music","7,8",257 009,$119.52M,Biography, Drama, Music
603,603,N.W.A: Straight Outta Compton,2015,Tous publics avec avertissement,147,"Biography, Drama, History","7,8",208 660,$161.20M,Biography, Drama, History
604,604,Once,2007,Tous publics,86,"Drama, Music, Romance","7,8",118 696,$9.44M,Drama, Music, Romance
605,605,Cabaret,1972,Tous publics,124,"Drama, Music, Musical","7,8",57 037,$42.77M,Drama, Music, Musical
606,606,Que le spectacle commence...,1979,Tous publics,123,"Drama, Music, Musical","7,8",33 369,$37.82M,Drama, Music, Musical
607,607,Les choristes,2004,Tous publics,97,"Comedy, Drama, Music","7,8",64 494,$3.64M,Comedy, Drama, Music
608,608,Une nuit à l'opéra,1935,Tous publics,96,"Comedy, Music, Musical","7,8",33 662,$2.54M,Comedy, Music, Musical
609,609,Secret Superstar,2017,Tous publics,150,"Drama, Music","7,8",,,Drama, Music,
610,610,O' Brother,2000,Tous publics,107,"Adventure, Comedy, Crime","7,7",319 579,$45.51M,Adventure, Comedy, Crime
611,611,Sound of Metal,2019,Tous publics,120,"Drama, Music","7,7",,,Drama, Music,
612,612,Ray,2004,Tous publics,152,"Biography, Drama, Music","7,7",151 770,$75.33M,Biography, Drama, Music
613,613,Billy Elliot,2000,Tous publics,110,"Drama, Music","7,7",138 273,$22.00M,Drama, Music,
614,614,Fantasia,1940,Tous publics,124,"Animation, Family, Fantasy","7,7",99 591,$76.41M,Animation, Family, Fantasy
615,615,Hedwig and the Angry Inch,2001,Tous publics,95,"Comedy, Drama, Music","7,7",36 445,$3.03M,Comedy, Drama, Music
616,616,La double vie de Véronique,1991,R,98,"Drama, Fantasy, Music","7,7",50 642,$2.00M,Drama, Fantasy, Music
617,617,Alabama Monroe,2012,Tous publics,111,"Drama, Music, Romance","7,7",41 986,$0.18M,Drama, Music, Romance
618,618,Les triplettes de Belleville,2003,Tous publics,80,"Animation, Adventure, Comedy","7,7",55 670,$7.00M,Animation, Adventure, Comedy
619,619,Rockstar,2011,,159,"Drama, Music, Romance","7,7",46 228,$0.99M,Drama, Music, Romance
620,620,Joyeux Noël,2005,Tous publics,116,"Drama, History, Music","7,7",30 752,$1.05M,Drama, History, Music
621,621,Baby Driver,2017,Tous publics avec avertissement,113,"Action, Crime, Drama","7,6",564 723,$107.83M,Action, Crime, Drama
622,622,A Star is Born,2018,Tous publics,136,"Drama, Music, Romance","7,6",396 843,$215.29M,Drama, Music, Romance
623,623,Les Commitments,1991,R,118,"Comedy, Drama, Music","7,6",36 890,$14.92M,Comedy, Drama, Music
624,624,Nashville,1975,Tous publics,160,"Comedy, Drama, Music","7,6",27 328,$14.82M,Comedy, Drama, Music
625,625,Control,2007,Tous publics,122,"Biography, Drama, Music","7,6",66 889,$0.87M,Biography, Drama, Music
626,626,La Môme,2007,Tous publics,140,"Biography, Drama, Music","7,6",88 767,$10.30M,Biography, Drama, Music
627,627,Shine,1996,Tous publics,105,"Biography, Drama, Music","7,6",55 261,$35.81M,Biography, Drama, Music
628,628,Le violon rouge,1998,Tous publics,140,"Drama, Music, Mystery","7,6",33 724,$9.47M,Drama, Music, Mystery
629,629,Tár,2022,Tous publics,158,"Drama, Music","7,5",,,Drama, Music,
630,630,La Pianiste,2001,16,131,"Drama, Music","7,5",67 518,$1.90M,Drama, Music,
631,631,Le Roi Lion,1994,Tous publics,88,"Animation, Adventure, Drama","8,5",1 082 777,$422.78M,Animation, Adventure, Drama
632,632,Hamilton,2020,12,160,"Biography, Drama, History","8,3",,,Biography, Drama, History
633,633,Chantons sous la pluie,1952,Tous publics,103,"Comedy, Musical, Romance","8,3",248 483,$8.82M,Comedy, Musical, Romance
634,634,On ne vit qu'une seule fois,2011,,155,"Comedy, Drama, Musical","8,2",81 196,$3.11M,Comedy, Drama, Musical
635,635,"Swades: Nous, le peuple",2004,,210,"Drama, Musical","8,2",93 502,$1.22M,Drama, Musical,
636,636,Le magicien d'Oz,1939,Tous publics,102,"Adventure, Family, Fantasy","8,1",409 654,$2.08M,Adventure, Family, Fantasy
637,637,La mélodie du bonheur,1965,Tous publics,172,"Biography, Drama, Family","8,1",244 080,$163.21M,Biography, Drama, Family
638,638,Lagaan,2001,Tous publics,224,"Drama, Musical, Sport","8,1",116 802,$0.07M,Drama, Musical, Sport
639,639,Sholay,1975,,204,"Action, Adventure, Comedy","8,1",,,Action, Adventure, Comedy
640,640,Anand,1971,,122,"Drama, Musical","8,1",,,Drama, Musical,
641,641,La La Land,2016,Tous publics,128,"Comedy, Drama, Music","8,0",613 707,$151.10M,Comedy, Drama, Music
642,642,Aladdin,1992,Tous publics,90,"Animation, Adventure, Comedy","8,0",435 318,$217.35M,Animation, Adventure, Comedy
643,643,La Belle et la Bête,1991,Tous publics,84,"Animation, Family, Fantasy","8,0",463 590,$218.97M,Animation, Family, Fantasy
644,644,Un violon sur le toit,1971,Tous publics,181,"Drama, Family, Musical","8,0",45 334,$80.50M,Drama, Family, Musical
645,645,Les Blues Brothers,1980,Tous publics,133,"Action, Adventure, Comedy","7,9",205 580,$57.23M,Action, Adventure, Comedy
646,646,L'étrange Noël de monsieur Jack,1993,Tous publics,76,"Animation, Family, Fantasy","7,9",351 048,$75.08M,Animation, Family, Fantasy
647,647,Dancer in the Dark,2000,Tous publics,140,"Crime, Drama, Musical","7,9",112 881,$4.18M,Crime, Drama, Musical
648,648,New York masala,2003,Tous publics,186,"Comedy, Drama, Musical","7,9",71 790,$1.79M,Comedy, Drama, Musical
649,649,Willy Wonka au pays enchanté,1971,Tous publics,100,"Family, Fantasy, Musical","7,8",208 872,$4.00M,Family, Fantasy, Musical
650,650,Mary Poppins,1964,Tous publics,139,"Comedy, Family, Fantasy","7,8",178 142,$102.27M,Comedy, Family, Fantasy
651,651,My Fair Lady,1964,Tous publics,170,"Drama, Family, Musical","7,8",98 322,$72.00M,Drama, Family, Musical
652,652,Cabaret,1972,Tous publics,124,"Drama, Music, Musical","7,8",57 037,$42.77M,Drama, Music, Musical
653,653,Que le spectacle commence...,1979,Tous publics,123,"Drama, Music, Musical","7,8",33 369,$37.82M,Drama, Music, Musical
654,654,Les parapluies de Cherbourg,1964,Tous publics,91,"Drama, Musical, Romance","7,8",29 083,$0.03M,Drama, Musical, Romance
655,655,Soupe au canard,1933,Tous publics,69,"Comedy, Musical","7,8",,,Comedy, Musical,
656,656,Une nuit à l'opéra,1935,Tous publics,96,"Comedy, Music, Musical","7,8",33 662,$2.54M,Comedy, Music, Musical
657,657,Veer-Zaara,2004,7,192,"Drama, Family, Musical","7,8",54 837,$2.92M,Drama, Family, Musical
658,658,Raiponce,2010,Tous publics,100,"Animation, Adventure, Comedy","7,7",467 981,$200.82M,Animation, Adventure, Comedy
659,659,"South Park, le film - Plus long, plus grand et pas coupé",1999,12,81,"Animation, Comedy, Fantasy","7,7",209 481,$52.04M,Animation, Comedy, Fantasy
660,660,Fantasia,1940,Tous publics,124,"Animation, Family, Fantasy","7,7",99 591,$76.41M,Animation, Family, Fantasy
661,661,Hedwig and the Angry Inch,2001,Tous publics,95,"Comedy, Drama, Music","7,7",36 445,$3.03M,Comedy, Drama, Music
662,662,Noël chez les Muppets,1992,Tous publics,85,"Comedy, Drama, Family","7,7",64 070,$27.28M,Comedy, Drama, Family
663,663,La petite sirène,1989,Tous publics,83,"Animation, Adventure, Family","7,6",272 226,$111.54M,Animation, Adventure, Family
664,664,Vaiana : La Légende du bout du monde,2016,Tous publics,107,"Animation, Adventure, Comedy","7,6",350 390,$248.76M,Animation, Adventure, Comedy
665,665,Pinocchio,2022,7,117,"Animation, Drama, Family","7,6",,,Animation, Drama, Family
666,666,Moulin Rouge,2001,Tous publics,127,"Drama, Musical, Romance","7,6",290 981,$57.39M,Drama, Musical, Romance
667,667,Mulan,1998,Tous publics,87,"Animation, Adventure, Comedy","7,6",298 339,$120.62M,Animation, Adventure, Comedy
668,668,West Side Story,1961,Tous publics,153,"Crime, Drama, Musical","7,6",117 273,$43.66M,Crime, Drama, Musical
669,669,Le Livre de la jungle,1967,Tous publics,78,"Animation, Adventure, Comedy","7,6",189 595,$141.84M,Animation, Adventure, Comedy
670,670,Blanche-Neige et les sept nains,1937,Tous publics,83,"Animation, Adventure, Family","7,6",205 581,$184.93M,Animation, Adventure, Family
671,671,Les Muppets : Ça c'est du cinéma !,1979,Tous publics,95,"Adventure, Comedy, Family","7,6",37 481,$76.66M,Adventure, Comedy, Family
672,672,Baazigar,1993,,175,"Crime, Drama, Musical","7,6",,,Crime, Drama, Musical
673,673,The Greatest Showman,2017,Tous publics,105,"Biography, Drama, Musical","7,5",292 133,$174.34M,Biography, Drama, Musical
674,674,Les Misérables,2012,Tous publics,158,"Drama, Musical, Romance","7,5",336 102,$148.81M,Drama, Musical, Romance
675,675,"tick, tick... Boom!",2021,13,120,"Biography, Comedy, Drama","7,5",,,Biography, Comedy, Drama
676,676,Robin des Bois,1973,Tous publics,83,"Animation, Adventure, Comedy","7,5",132 208,$32.06M,Animation, Adventure, Comedy
677,677,Hair,1979,Tous publics,121,"Comedy, Drama, Musical","7,5",38 781,$15.28M,Comedy, Drama, Musical
